-14.547158,-3.071004,7.657937,0.536881,0.406908,-0.613485
-14.934855,-3.310726,7.961627,0.516102,0.392581,-0.608179
-15.307153,-3.626147,8.258657,0.483922,0.39267,-0.611028
-15.695057,-3.941134,8.616269,0.462525,0.38929,-0.613803
-16.151268,-4.225735,8.987027,0.452166,0.410239,-0.623654
-16.637943,-4.52524,9.387556,0.425745,0.424131,-0.637196
-17.177867,-4.809385,9.817008,0.410285,0.446302,-0.656027
-17.763259,-5.048185,10.23725,0.40345,0.455729,-0.664025
-18.401547,-5.271948,10.640664,0.402259,0.453989,-0.680932
-19.040176,-5.435038,11.066516,0.391589,0.453393,-0.681766
-19.678651,-5.568087,11.461649,0.395331,0.448506,-0.684289
-20.286667,-5.640956,11.811433,0.386182,0.425443,-0.677938
-20.834052,-5.661111,12.13201,0.381799,0.399009,-0.651844
-21.28285,-5.628672,12.409179,0.382727,0.365395,-0.623941
-21.625341,-5.5136,12.612429,0.371825,0.299597,-0.593447
-21.838523,-5.361446,12.719844,0.362736,0.221378,-0.56476
-21.884558,-5.172225,12.73247,0.319347,0.152437,-0.530969
-21.748309,-4.968577,12.658516,0.29036,0.078234,-0.498914
-21.474902,-4.788471,12.474122,0.254805,0.028421,-0.457077
-21.034575,-4.638995,12.248808,0.21222,-0.024868,-0.420711
-20.479651,-4.543364,11.905019,0.170094,-0.059063,-0.398713
-19.864144,-4.485518,11.570805,0.124344,-0.08094,-0.374967
-19.187524,-4.465941,11.17754,0.086141,-0.080223,-0.361943
-18.541295,-4.423608,10.790898,0.049979,-0.065016,-0.356066
-17.917723,-4.419035,10.411525,0.007799,-0.038893,-0.358297
-17.324583,-4.376578,10.038666,-0.041661,-0.002275,-0.356981
-16.807433,-4.326265,9.701781,-0.082916,0.020387,-0.360072
-16.351019,-4.268208,9.38604,-0.114494,0.061666,-0.384594
-15.955498,-4.209809,9.114373,-0.14986,0.114239,-0.401958
-15.620634,-4.151283,8.856278,-0.188509,0.159926,-0.400505
-15.346616,-4.15282,8.657946,-0.212343,0.198262,-0.413282
-15.133315,-4.154177,8.480811,-0.240492,0.223509,-0.432349
-14.950457,-4.178001,8.333503,-0.252798,0.24937,-0.440544
-14.813045,-4.186683,8.184828,-0.284617,0.257696,-0.457824
-14.66089,-4.202558,8.090002,-0.301291,0.269508,-0.470525
-14.546378,-4.203508,7.963519,-0.310971,0.26875,-0.477787
-14.416889,-4.189226,7.852596,-0.312955,0.249862,-0.473345
-14.257154,-4.144753,7.734667,-0.319048,0.221477,-0.452802
-14.067131,-4.085214,7.609843,-0.331505,0.19827,-0.42962
-13.846703,-4.010718,7.462873,-0.324072,0.155832,-0.411685
-13.58832,-3.936342,7.3017,-0.322347,0.12272,-0.383042
-13.307058,-3.862134,7.118281,-0.310333,0.062508,-0.33999
-12.987841,-3.788045,6.92066,-0.295836,0.026862,-0.288863
-12.638413,-3.713913,6.731503,-0.28086,-0.02064,-0.253877
-12.273732,-3.639892,6.527515,-0.274137,-0.052447,-0.212676
-11.86357,-3.550866,6.309425,-0.265704,-0.100309,-0.169681
-11.453367,-3.476967,6.091444,-0.247349,-0.140976,-0.127515
-11.027911,-3.403181,5.858632,-0.223527,-0.165571,-0.087108
-10.579795,-3.314273,5.62634,-0.209993,-0.194099,-0.062912
